Part Number,Description,PriceEa,ValidFrom
hx4t56,"4"" silver crackling coconut w/crackling coconut trunk tail",7.28,1/01/2015
wh4t06,"4"" silver crown",8.21,1/01/2015
hx4t44,"4"" silver crown chrys to red",5.93,1/01/2015
hq4m11,"4"" silver crown w/magenta (peachblow) pistil",6.64,1/01/2015
hq4p10,"4"" silver fish",5.28,1/01/2015
ld42221,"4"" silver peony w/crackling pistil w/tail",6.5,1/01/2015
hx4n03,"4"" silver strobe waterfall",5.8,1/01/2015
hx4t17,"4"" silver strobe willow",5.47,1/01/2015
yx4n03,"4"" silver wave w/red core",6.68,1/01/2015
hx4t09,"4"" smiling face",6.39,1/01/2015
hq4ms17,"4"" smiling face w/strobing (blinking) eyes",6.99,1/01/2015
wh4t02,"4"" spinner flower ring & red crossette ring",12.47,1/01/2015
wh4t07,"4"" three red swordsmen (gold to red octagonal chrys)",8.53,1/01/2015
hx4t06,"4"" time rain willow",5.72,1/01/2015
hq4q01,"4"" timerain (crackling) willow waterfalll",6.66,1/01/2015
hx4t24,"4"" twice crackling",6.21,1/01/2015
hx4t36,"4"" violet peony",5.34,1/01/2015
hq406,"4"" whistles cylinder to big report",8.38,1/01/2015
hx4t49,"4"" white peony",5.5,1/01/2015
hq4q05,"4"" white special strobing peony",5.81,1/01/2015
yf5p05,"5"" 1/2 green & 1/2 red peony w/nishiki kamuro circle 458-460",29.33,1/01/2015
yf5p06,"5"" 1/2 purple & 1/2 aqua peony w/nishiki kamuro circle-461-463 488-489",23.4,1/01/2015
hq5p04,"5"" 1/2 red/green & 1/2 red/blue in silver cross ring w/gold strobe pistil",14.47,1/01/2015
yf5m11,"5"" 1/4 red, green, blue, yellow peony w/crossing nishiki kamuro circle",24.47,1/01/2015
yf5p02,"5"" 1/4 red,green,purple,yellow peony w/crackling pistil 455",25.64,1/01/2015
yf5k35,"5"" aqua peony w/gold strobing pistil",14.47,1/01/2015
yf5p96,"5"" aqua peony w/strobing pisitl 580",23.59,1/01/2015
hx5t01,"5"" blue brocade coconut",14.16,1/01/2015
yf5k53a,"5"" blue crackling w/double crackling pistil 491",20.63,1/01/2015
yf5p60,"5"" blue cube 546",23.57,1/01/2015
hq5m01,"5"" blue peony",13.04,1/01/2015
js5n03,"5"" blue peony w/brocade chrys to green pistil",13.93,1/01/2015
hx5t04,"5"" blue peony w/flower crown pistil",11.98,1/01/2015
yf5k16,"5"" blue thousand circle chrys w/tail",21.37,1/01/2015
yf5p78,"5"" blue to green to crackling ghost 566",23.96,1/01/2015
yf5p89,"5"" blue to green to red peony w/strobing pistil 575",25.83,1/01/2015
ld53029,"5"" blue tracer w/silver tail",13.69,1/01/2015
hq5n03,"5"" blue wind bells",13.19,1/01/2015
ld57042,"5"" bowtie ring w/tail",13.65,1/01/2015
hx5t09,"5"" brocade coconut",13.51,1/01/2015
hx5n05,"5"" brocade crackling chrys w/crackling tail",13.79,1/01/2015
sm508,"5"" brocade crown",14.29,1/01/2015
hx5n02,"5"" brocade crown SoS",14.16,1/01/2015
ld56007,"5"" brocade crown w/gold tail",13.68,1/01/2015
hx5t40,"5"" butterfly flower & red palm w/white strobe pist cylinder",16.03,1/01/2015
hx5t43,"5"" changing snail pattern",11.95,1/01/2015
hx5t26,"5"" charcoal crossette",14.3,1/01/2015
wh5t01,"5"" color falling leaves",13.1,1/01/2015
sm504,"5"" colorful dahlia (multicolor dahlia)",15.36,1/01/2015
ls5430,"5"" comet brocade (gold glittering)",13.66,1/01/2015
ls5501,"5"" comet crackling",14.33,1/01/2015
ls5605,"5"" comet silver",14.04,1/01/2015
ls5600,"5"" comet white strobe",15.08,1/01/2015
sm509,"5"" crackling brocade crown",12.86,1/01/2015
hx5t07,"5"" crackling brocade crown",14.35,1/01/2015
hx5t25,"5"" crackling crossette",13.52,1/01/2015
yf5p26,"5"" crackling crossette 478",24.42,1/01/2015
yf5p23,"5"" crackling flowers in green circle 475",22.6,1/01/2015
yf5k71,"5"" crackling nishiki kamuro niagra falls 55-59",19.22,1/01/2015
ld54008,"5"" crackling scatter w/gold tail",13.23,1/01/2015
yf5a20,"5"" crcklng thousand circle chrys w/crcklng pistil 479",20.01,1/01/2015
yf5t27,"5"" crcklng thousand circle chrys w/double crcklng pistil",21.68,1/01/2015
yf5k72,"5"" cube pattern",22.83,1/01/2015
sm501,"5"" cube pattern (red & green)",14.24,1/01/2015
hq5p01,"5"" double glittering ring w/big blue pistil",12.71,1/01/2015
hq5p12,"5"" double layer whistles w/red strobe pistil",16.48,1/01/2015
yf5k42,"5"" double palm tree w/green pistil",22.75,1/01/2015
yf5t52,"5"" double palm tree w/green pistil",20.67,1/01/2015
yf5t48,"5"" double palm tree w/purple pistil",22.71,1/01/2015
yf5t29,"5"" double purple to nishiki kamuro niagra falls ring",18.41,1/01/2015
yf5t19,"5"" double red crackling hearts",18.01,1/01/2015
hq5p02,"5"" double red crackling rain & silver chrys ring",13.38,1/01/2015
hx5t03,"5"" falling leaves shell of shells",13.96,1/01/2015
hq5m04,"5"" fireflower cylinder (double tourbillions) w/big red stobe pistil",20.79,1/01/2015
hq506,"5"" glittering chrys in thousands flower ball tree",18.07,1/01/2015
hx5t28,"5"" glittering crossette",14.77,1/01/2015
yf5p77,"5"" glittering silver to aqua to lemon chrys 565",23.4,1/01/2015
yf5t49,"5"" glittering silver to blue to red to strobe w/white strb pist",23.12,1/01/2015
yf5p64,"5"" glittering silver to golden to orange chrys 553",25.09,1/01/2015
yf5p99,"5"" glittering silver to green to blue chrys w/red pistil",23.59,1/01/2015
yf5p61,"5"" glittering silver to green to red chrys",23.11,1/01/2015
yf5p97,"5"" glittering silver to grn to red chrys w/five flash rpt",23.16,1/01/2015
yf5p53,"5"" glittering silver to yellow chrys",26.59,1/01/2015
hx5t02,"5"" glittering willow w/silver strobe pistil",13.95,1/01/2015
ld57139,"5"" gold bowtie w/blue ring",12.71,1/01/2015
yf5p42,"5"" gold coconut 511-512",24.43,1/01/2015
yf5k31,"5"" gold coconut to multicolor small flowers 573",22.87,1/01/2015
yf5p55,"5"" gold coconut w/green crown flowers 568 538",21.96,1/01/2015
yf5p62,"5"" gold coconut w/green falling leaves bouquet 548",25.52,1/01/2015
hq5p14,"5"" gold coconut w/green strobe pistil",14.1,1/01/2015
yf5p18,"5"" gold coconut w/rising blue small flowers 471 579",25.54,1/01/2015
ld58032,"5"" gold flash w/8 pieces chrys w/tail",13.23,1/01/2015
rz504,"5"" gold flitter comets & other rozzi shells",24.18,1/01/2015
hq5q05,"5"" gold palm tree w/glittering trunk",13.39,1/01/2015
hx5t10,"5"" gold spangle chrys to red w/green pistil",14.59,1/01/2015
hx5n04,"5"" gold strobe chrys to red w/green pistil",15.36,1/01/2015
yf5p68,"5"" gold strobing cycas",24.55,1/01/2015
yf5m08,"5"" gold strobing cycas blooms",28.72,1/01/2015
yf5p47,"5"" gold strobing lemon cycas w/rising tail 524-525",22.66,1/01/2015
yf5p95,"5"" gold strobing silk to red strobing w/red strobing pist 580",22.69,1/01/2015
yf5a04,"5"" gold willow 508-510 542-543",19.91,1/01/2015
yf5a50,"5"" gold willow w/green falling leaves",14.28,1/01/2015
yf5b01,"5"" gold willow w/multicolor falling leaves",14.45,1/01/2015
yf5k30,"5"" gold willow w/red falling leaves pistil 552",18.35,1/01/2015
yf5t53,"5"" golden coconut to multicolor small flowers",20.55,1/01/2015
hx5t33,"5"" golden spangle chrys to blue",13.83,1/01/2015
hx5t05,"5"" golden strobe chrys w/green pistil",12.98,1/01/2015
hx5t21,"5"" golden willow to blue horsetail",13.1,1/01/2015
hx5t13,"5"" golden willow waterfall",14.44,1/01/2015
yf5m03,"5"" goldwave to blue crossette w/crackling pistil 493-495",26.15,1/01/2015
yf5p57,"5"" goldwave to chartreuse crossette w/crackling pistil 540",26.38,1/01/2015
yf5t42,"5"" goldwave to crackling crossette",18.2,1/01/2015
yf5t11,"5"" goldwave to green swimming",20.26,1/01/2015
yf5p100,"5"" goldwave to multicolor swimming w/crackling pistil",21.49,1/01/2015
yf5k02,"5"" goldwave to silver crossette w/tail",25.12,1/01/2015
yf5p46,"5"" goldwave to yellow crossette w/crackling pistil 521-523",23.11,1/01/2015
yf5p67,"5"" green chrys w/crackling balls",24.25,1/01/2015
yf541,"5"" green coconut crossette",25.95,1/01/2015
yf5p24,"5"" green crossette w/crackling pistil 477",24.78,1/01/2015
yf5pc2,"5"" green cycas blooms 570",26.31,1/01/2015
js5n04,"5"" green peony w/big red pistil",13.8,1/01/2015
art5e02,"5"" green ring w/red pistil w/silver crackling",14.39,1/01/2015
sm505,"5"" green strobe peony (special strobe)",12.96,1/01/2015
yf5k78,"5"" green strobing and orange strobing dahlia (mixed)",23.03,1/01/2015
yf5m04,"5"" green strobing willow",25.62,1/01/2015
yf5k33,"5"" green to purple peony 549",18.94,1/01/2015
yf5p25,"5"" green, purple, crackling palm tree 478",24.33,1/01/2015
hx5t34,"5"" half red half blue brocade ring",14.39,1/01/2015
yf5b04,"5"" japanese dragon's eye",23.45,1/01/2015
wh5n01,"5"" jellyfish",14.78,1/01/2015
yf5p49,"5"" kamuro chrys niagra falls",22.84,1/01/2015
yf5k55,"5"" lemon crackling w/crackling pistil 551",22.13,1/01/2015
yf5p65,"5"" magenta crossette",25.05,1/01/2015
yf5p63,"5"" magenta to aqua strobing peony w/var small flowers",25.06,1/01/2015
ld5002,"5"" mine glittering kamuro",13.46,1/01/2015
cb505,"5"" mine golden willow to mc aerial mine",27.05,1/01/2015
yf5d05,"5"" mine nishiki kamuro niagra falls",19.21,1/01/2015
ld50013,"5"" mine thundering turbillioin",14.51,1/01/2015
cb510,"5"" mine white spangle to purple aerial mine",26.95,1/01/2015
yf5p52,"5"" mixed color cycas (orange, aqua & blue) 535",26.27,1/01/2015
hx5t12,"5"" multi flower w/lemon strobe pistil w/broacde ring",13.37,1/01/2015
yf5p03,"5"" multicolor (variegated) dahlia 456",23.28,1/01/2015
yf5p04,"5"" multicolor (variegated) flower sheets w/rising tail 457",26.28,1/01/2015
hx5t36,"5"" multicolor cycas w/golden trunk tail",14.53,1/01/2015
yf5k58,"5"" multicolor falling leaves bouquet",14.71,1/01/2015
hq5p08,"5"" multicolor falling leaves w/blue stars",13.81,1/01/2015
hx5t42,"5"" multicolor hydrangea",13.69,1/01/2015
hx5n01,"5"" multicolor hydrangea w/strobe pistil & ring",15.23,1/01/2015
hx5t30,"5"" multicolor meteors",13.54,1/01/2015
hq5p13,"5"" multicolor moving stars",15.45,1/01/2015
hx5t19,"5"" multicolor peony",13.83,1/01/2015
yf5e07,"5"" nishiki kam peony w/green crcklng pist w/green tips",20.5,1/01/2015
yf5e06,"5"" nishiki kam peony w/purple pist w/purple tips",20.54,1/01/2015
yf5a46,"5"" nishiki kamuro niagra falls (yf5t23)",19.95,1/01/2015
yf5t50,"5"" nishiki kamuro to red strobe w/red strobe pistil",21.84,1/01/2015
yf5t51,"5"" nishiki kamuro to white strobe w/white strobe pistil",22.12,1/01/2015
yf5k57,"5"" orange crackling w/crackling pistil",13.26,1/01/2015
yf5p59,"5"" orange palm tree",23.61,1/01/2015
yf5p72,"5"" orange strobing circle w/titanium salute",25.38,1/01/2015
hq5p09,"5"" pink, seablue, orange and green crossettes",14.44,1/01/2015
hx5t06,"5"" purple brocade coconut",13.13,1/01/2015
yf5p36,"5"" purple crackling w/crackling pistil",24.64,1/01/2015
hq5p06,"5"" purple dahlia w/strobing pistil & coconut pistil",14.6,1/01/2015
yf5p50,"5"" purple flowers in purple circle 533",25.8,1/01/2015
yf5p70,"5"" purple ghost",23.78,1/01/2015
yf5k49,"5"" purple ghost peony w/green pistil",14.48,1/01/2015
yf5p35,"5"" purple nishiki kamuro w/lemon pistil",23.51,1/01/2015
hx5t27,"5"" purple peony",14.5,1/01/2015
hx5t23,"5"" purple peony w/chrys pistil",13.37,1/01/2015
yf5p76,"5"" purple plum w/pistil 564",23.59,1/01/2015
js5n01,"5"" purple strobe",13.94,1/01/2015
yf5m05,"5"" purple strobing willow",22.63,1/01/2015
yf5t47,"5"" purple titanium salute flowers",20.46,1/01/2015
yf5p37,"5"" purple to silver thousand circle chrys 487",24.63,1/01/2015
yf5p41,"5"" purple willow 506",24.6,1/01/2015
hx5t14,"5"" red & green dahlia double rings w/white strobe pistil",13.54,1/01/2015
yf5p01,"5"" red & green ghost peony 60-62",23.76,1/01/2015
ld54072,"5"" red & green scattering w/coco pistil",13.67,1/01/2015
ld58161,"5"" red & green whirl flower",13.53,1/01/2015
yf5t16,"5"" red cherry blossom",19.81,1/01/2015
yf5k77,"5"" red cycas w/gold crackling crossette pistil",19.31,1/01/2015
yf5k23,"5"" red gamboge to crcklng chrys w/double crcklng pistil 526-527",22.09,1/01/2015
yf5p84,"5"" red gamboge to green to purple chrys w/silver pistil 570",24.88,1/01/2015
yf5p22,"5"" red gamboge to green to red chrys w/red pistil",24.87,1/01/2015
js5n02,"5"" red gamboge to purple chrys w/blue pistil",14.9,1/01/2015
yf5p20,"5"" red gamboge to red chrys w/green pistil",23.14,1/01/2015
hx5t24,"5"" red peony",14.32,1/01/2015
yf5p69,"5"" red saturn w/glittering silver to blue to green circle 558",23.72,1/01/2015
hx5t17,"5"" red strobe shell of shells",14.32,1/01/2015
wh5t02,"5"" red strobe willow",12.71,1/01/2015
yf5p39,"5"" red strobing nishiki kamuro w/red strobing pistil 496-500",24.13,1/01/2015
yf5m06,"5"" red strobing willow",24.85,1/01/2015
yf5p10,"5"" red to blue peony",25.32,1/01/2015
hx5t16,"5"" red to dark to green",14.62,1/01/2015
yf5p82,"5"" red to green to blue peony 569",23.88,1/01/2015
yf5p12,"5"" red to silver peony w/green pistil w/rising tail",24.82,1/01/2015
hx5t32,"5"" red to white strobe coconut",13.21,1/01/2015
yf5p44,"5"" red willow 516-517",25.27,1/01/2015
hq5q02,"5"" red wind bells",13.4,1/01/2015
hx5t22,"5"" ring w/6 angled chrys",13.77,1/01/2015
hx5t35,"5"" royal crown waterfall",12.84,1/01/2015
st5001,"5"" santai flourish thunder",14.76,1/01/2015
hx5n03,"5"" saturn ring w/magic peony",13.49,1/01/2015
ld53036,"5"" silver bees w/silver tail",12.71,1/01/2015
yf5p45,"5"" silver coconut 519-520",25.09,1/01/2015
yf5k09,"5"" silver coconut crossette",23.52,1/01/2015
yf5p80,"5"" silver coconut to crossette",24.98,1/01/2015
hx5t20,"5"" silver coconut with thousand reports",14.32,1/01/2015
hx5t18,"5"" silver crossette ring w/strobing pistil",13.73,1/01/2015
ld52037,"5"" silver diadem",12.98,1/01/2015
hq5q01,"5"" silver dragons",13.91,1/01/2015
yf5p43,"5"" silver titanium salutes w/red strobing pistil 513-515",23.78,1/01/2015
hx5t15,"5"" silver wave to red",13.82,1/01/2015
ld58041,"5"" silver whirl w/purple ring w/tail",13.69,1/01/2015
ld58013,"5"" silver willow w/comet",13.32,1/01/2015
ld57046,"5"" smile face",13.97,1/01/2015
hq5m05,"5"" smiling face w/strobing (blinking) eyes",14.12,1/01/2015
hq5p10,"5"" special spring",13.82,1/01/2015
yf5p48,"5"" square in circle 528",23.63,1/01/2015
yf5m07,"5"" strobing silver willow w/red small flowers",24.44,1/01/2015
jsm501,"5"" the magic ball (silver crackling strobe)",14.83,1/01/2015
hq5p07,"5"" thousands of silver coconut",12.85,1/01/2015
ld57030,"5"" three cross rings",12.95,1/01/2015
wh5t03,"5"" three red swordsmen (gold to red octagonal chrys)",13.25,1/01/2015
hx5t11,"5"" time rain crossette",15.08,1/01/2015
hx5t08,"5"" time rain willow",14.1,1/01/2015
hq5q04,"5"" timerain (crackling) willow waterfall",13.82,1/01/2015
hx5t29,"5"" timerain crossette",14.77,1/01/2015
yf5p58,"5"" white falling leaves",23.1,1/01/2015
yf5k48,"5"" white ghost peony",14.67,1/01/2015
hq5m02,"5"" white peony",12.65,1/01/2015
yf5p40,"5"" white strobing nishiki kamuro w/white strobing pistil 501-505",24.61,1/01/2015
hq5q03,"5"" white wind bells",12.83,1/01/2015
yf5t22,"5"" yellow crackling ghost peony",14.94,1/01/2015
yf5k56,"5"" yellow crackling w/double crackling pistil",15.25,1/01/2015
yf5k28,"5"" yellow cycas blooms",14.57,1/01/2015
yf5p14,"5"" yellow strobing peony 467",23.95,1/01/2015
yf6k86,"6"" 1/2 lemon & 1/2 magenta peony w/crackling pistil",27.53,1/01/2015
yf6p09,"6"" 1/2 red & 1/2 blue peony in multicolor circle 637",31.78,1/01/2015
yf6p04,"6"" 1/4 mag,lem,aqua,orng peony w/crossing crcl w/crcklng pistil 91-95",35.05,1/01/2015
yf6m04,"6"" 1/4 orange, magenta, silver, purple peony",31.46,1/01/2015
yf6t19,"6"" 1/4 peony w/strobing pistil",29.46,1/01/2015
yf6m05,"6"" 1/4 red, green, blue, lemon peony w/crackling pistil",33.35,1/01/2015
hq6p01,"6"" 1/4 red, lemon, green, blue peony w/silver glitter pistil",21.96,1/01/2015
yf6p03,"6"" 1/4 yel, grn, blue, pur peony w/crossing circle w/crackling pistil 86-90",32.78,1/01/2015
yf6k59,"6"" aqua crackling w/double crackling pistil 708",36.02,1/01/2015
yf6p122,"6"" aqua crackling w/purple circle w/red pistil 754",35.44,1/01/2015
yf6k96,"6"" aqua dahlia w/red to strobing gold pistil",25.74,1/01/2015
yf6k105,"6"" aqua ghost peony w/lemon pistil",31.12,1/01/2015
yf6k104,"6"" aqua ghost peony w/red pistil",28.26,1/01/2015
yf6p30,"6"" aqua magic peony w/nishiki kamuro circle 655",30.49,1/01/2015
yf6p83,"6"" aqua peony w/red pistil 716",33.12,1/01/2015
yf6k08,"6"" aqua peony w/strobing gold pistil",25.77,1/01/2015
yf6p01,"6"" aqua to crackling ghost peony 78-81",34.5,1/01/2015
sm602,"6"" blood red to white peony w/big blue pistil",22.12,1/01/2015
wh6n01,"6"" blossoming leaves",19.66,1/01/2015
yf6p99,"6"" blue & red meteors 726",30.12,1/01/2015
js6n01,"6"" blue chrys to brocade crown ring",23.13,1/01/2015
hx6t17,"6"" blue chrys, shell of shells",20.43,1/01/2015
yf6p115,"6"" blue crackling w/red pistil w/circle 742",32.19,1/01/2015
yf6p87,"6"" blue cycas blooms 718",32.41,1/01/2015
yf6p60,"6"" blue eddy in chrys w/red or grn pistil 703 754-756",34.05,1/01/2015
yf6p96,"6"" blue eddy in chyrs w/multicolor swimming pistil 724",33.84,1/01/2015
yf6t62,"6"" blue flying dragons",30.58,1/01/2015
yf6k99,"6"" blue ghost peony",35.09,1/01/2015
yf6t06,"6"" blue jellyfish",30.89,1/01/2015
hx6t23,"6"" blue peony w/flower crown pistil w/brocade trunk tail",23.31,1/01/2015
yf6p119,"6"" blue peony w/golden palm tree w/green pistil",36.52,1/01/2015
yf6t48,"6"" blue peony w/silver palm tree & red pistil",31.26,1/01/2015
yf6k69,"6"" blue peony w/strobing gold pistil",26.34,1/01/2015
hx6t32,"6"" blue small flowers shell of shells",21.52,1/01/2015
yf6p88,"6"" blue strobing cube 719",32.99,1/01/2015
yf6k113,"6"" blue to crackling palm tree w/crackling pistil 696",35.04,1/01/2015
yf6p110,"6"" blue to golden peony 738",33.19,1/01/2015
yf6k102,"6"" blue to green peony w/red to silver pistil",26.19,1/01/2015
yf6p44,"6"" blue to green to crackling ghost peony 676 748",31.51,1/01/2015
yf6t63,"6"" blue to purple to yellow ghost peony",31.27,1/01/2015
yf6p50,"6"" blue to red peony w/red to silver pistil 695",33.94,1/01/2015
hq6p04,"6"" blue to red peony w/white glitter pistil",22.09,1/01/2015
yf6k112,"6"" blue to red to golden peony",26.01,1/01/2015
yf6k77,"6"" blue to strobing gold peony w/red small flowers",29.28,1/01/2015
hx6t09,"6"" brocade coconut to blue w/red strobe pistil",21.17,1/01/2015
hx6t07,"6"" brocade coconut to purple w/green strobe pistil",19.66,1/01/2015
sm605,"6"" brocade crown",18.62,1/01/2015
hq6p09,"6"" brocade crown to red strobe horsetaill",21.9,1/01/2015
hq6n02,"6"" brocade crown to red strobe w/red strobe pistil",21.81,1/01/2015
sm604,"6"" brocade crown to white strobe w/big special grn strb pist w/big tails",23.26,1/01/2015
hx6t14,"6"" brocade crown, shell of shells",22.62,1/01/2015
hx6t03,"6"" brocade to blue to red w/purple flower wave pistil",22.47,1/01/2015
sm603,"6"" brocade to cloud grass (crackling) w/big blood-red pistil",20.35,1/01/2015
sm601,"6"" brocade to purple peony w/big purple pistil",21.64,1/01/2015
yf6p126,"6"" chrys in circle 759 761",33.17,1/01/2015
js6n08,"6"" chrys to blue w/big red pistil",22,1/01/2015
hq6p03,"6"" color ten thousand thunder",20.51,1/01/2015
yf6k122,"6"" colorful ti salutes",43.15,1/01/2015
sm606,"6"" crackling brocade crown",21.83,1/01/2015
hx6n02,"6"" crackling coconut to green floret w/gold tail",22.63,1/01/2015
hx6t21,"6"" crackling coconut to purple small flowers",21.16,1/01/2015
hx6t10*,"6"" crackling crossette",21.67,1/01/2015
yf6k126,"6"" crackling crossette w/crackling pistil",28.6,1/01/2015
yf6k127,"6"" crackling nishiki kamuro niagra falls 73-77",30.37,1/01/2015
yf6p33,"6"" crackling palm tree w/crackling pistil",33.19,1/01/2015
wh6t01,"6"" crackling pistil to multicolor peony shell of shells",20.26,1/01/2015
yf6k35,"6"" crackling thousand circle chrys w/double crackling pistil 738",35.5,1/01/2015
ld6001,"6"" crackling willow to red cylinder",22.32,1/01/2015
yf6k114,"6"" double palm tree w/green pistil 664-666",32.44,1/01/2015
yf6t46,"6"" double red crackling hearts",31.19,1/01/2015
yf6p06,"6"" dragonfly pattern 107 108",31.43,1/01/2015
csp604,"6"" flower willow waterfall",21.16,1/01/2015
hx6t06,"6"" glittering crossette",21.58,1/01/2015
yf6p35,"6"" glittering silver to blue to red chrys w/green pistil 661",33.94,1/01/2015
yf6p123,"6"" glittering silver to blue to red to sil chrys w/grn pistil 759",31.84,1/01/2015
yf6p51,"6"" glittering silver to golden chrys 697",33.76,1/01/2015
yf6p108,"6"" glittering silver to green chrys w/purple pistil 734",33.17,1/01/2015
yf6p41,"6"" glittering silver to green chrys w/red pistil 671",33.76,1/01/2015
yf6p38,"6"" glittering silver to green to red chrys w/5 reports 669",33.81,1/01/2015
yf6p54,"6"" glittering silver to green to red chrys w/blue pistil 699",32.85,1/01/2015
yf6p71,"6"" glittering silver to multicolor chrys 707",35.52,1/01/2015
yf6p107,"6"" glittering silver to multicolor strobing chrys 704 733",32.63,1/01/2015
yf6p118,"6"" glittering silver to purple chrys 746",32.6,1/01/2015
yf6t54,"6"" glittering silver to red chrys",31.08,1/01/2015
yf6p72,"6"" glittering silver to red to green chrys w/red to blue pistil 709 760",32.15,1/01/2015
yf631,"6"" gold coconut crossette w/green strobing pistil",29.31,1/01/2015
yf6k09,"6"" gold coconut to purple crown flowers 681",31.65,1/01/2015
hx6n01,"6"" gold coconut to red floret w/gold tail",20.68,1/01/2015
