ID,Description,Quantity,CostPerItem,Date,,,,,,
hq4m02,"4"" gold flashing ring to sound (salute) ring cylinder",263,6.38,20/01/2015,,,,,,
hx4t31,"4"" gold spangle crown w/red meteors",371,4.61,20/01/2015,,,,,,
yf4p06,"4"" gold strobing silk to aqua 352",183,7.85,20/01/2015,,,,,,
yf4n01,"4"" gold willow",409,6.3,20/01/2015,,,,,,
hx4t18,"4"" gold willow to blue horse tail",104,4.76,20/01/2015,,,,,,
ld42222,"4"" golden peony w/crackling pistil w/gold tail",142,4.38,20/01/2015,,,,,,
hx4t15,"4"" golden spangle crown w/red pistil",238,4.61,20/01/2015,,,,,,
hx4t55,"4"" golden strobe cycas to red w/golden trunk tail",259,6.18,20/01/2015,,,,,,
hx4t22,"4"" golden strobe to red w/green pistil",163,3.65,20/01/2015,,,,,,
hx4t11,"4"" golden to blue crossette",263,4.06,20/01/2015,,,,,,
hx4t03,"4"" golden to silver crossette",309,3.65,20/01/2015,,,,,,
js4n04,"4"" goldwave ring w/red pistil",183,3.81,20/01/2015,,,,,,
yf4t31,"4"" goldwave to red swimming",455,6.22,20/01/2015,,,,,,
hq4m16,"4"" green bowtie in red ring",200,2.91,20/01/2015,,,,,,
hx4t26,"4"" green chrys w/coconut pistil w/tail",338,5.07,21/01/2015,,,,,,
yf4m07,"4"" green chrys w/crackling",438,7.01,21/01/2015,,,,,,
hx4t20,"4"" green coconut crossette w/chrys pistil",463,4.4,21/01/2015,,,,,,
hx4t47,"4"" green glittering willow",346,3.1,21/01/2015,,,,,,
hx4t38,"4"" green strobe willow",400,4.04,21/01/2015,,,,,,
hx4t10,"4"" green wave crossette",475,3.22,21/01/2015,,,,,,
hx4t32,"4"" lemon chrys",475,4.18,21/01/2015,,,,,,
hx4t14,"4"" lemon peony w/purple pistil",167,3.72,21/01/2015,,,,,,
yx4n01,"4"" lemon peony w/red core",213,4.75,21/01/2015,,,,,,
jx4fwgcm,"4"" mine fower wave + green crossette",417,2.98,21/01/2015,,,,,,
yf4t30,"4"" mine goldwave to blue swimming",213,6.65,21/01/2015,,,,,,
yf4e01,"4"" mine goldwave to green",371,6.22,21/01/2015,,,,,,
yf4c04,"4"" mine green",450,5.39,21/01/2015,,,,,,
pw404,"4"" mine green glitter",438,4.37,21/01/2015,,,,,,
yf4c03,"4"" mine lemon",17,6.14,21/01/2015,,,,,,
yf4e05,"4"" mine multicolor strobing",267,5.33,21/01/2015,,,,,,
yf4c06,"4"" mine purple",246,6.1,21/01/2015,,,,,,
yf4e04,"4"" mine red strobing",500,4.51,21/01/2015,,,,,,
yf4e03,"4"" mine white strobing",284,4.83,21/01/2015,,,,,,
hx4t29,"4"" multicolor chrys",296,3.47,22/01/2015,,,,,,
yf4t33,"4"" multicolor crackling kamuro chrys",404,6.75,22/01/2015,,,,,,
sm401,"4"" multicolor cycas tree w/big tails",108,4.11,22/01/2015,,,,,,
hx4t58,"4"" multicolor cycas w/golden trunk tail",496,4.37,22/01/2015,,,,,,
yf4c36,"4"" multicolor dahlia",234,7.44,22/01/2015,,,,,,
hq4p08,"4"" multicolor falling leaves w/blue stars",242,4.34,22/01/2015,,,,,,
hq4p11,"4"" multicolor fish",158,4.67,22/01/2015,,,,,,
hq4p15,"4"" multicolor moving stars",334,4.1,22/01/2015,,,,,,
hx4t54,"4"" multicolor palm tree w/brocade trunk tail",254,4.97,22/01/2015,,,,,,
yf4k11,"4"" multicolor peony 360",263,6.8,22/01/2015,,,,,,
hq4p03,"4"" multicolor peony w/silver strobe pistil",484,3.16,22/01/2015,,,,,,
yf4e23,"4"" multicolor strobing willow",384,5.76,22/01/2015,,,,,,
hx4t27,"4"" nightsnow",259,3.76,22/01/2015,,,,,,
yf4a05,"4"" nishiki kamuro niagra falls 22-31",279,8.02,22/01/2015,,,,,,
hx4t28,"4"" pink peony",421,3.86,22/01/2015,,,,,,
hq4p04,"4"" pink peony w/green pistil",334,3.65,22/01/2015,,,,,,
hq4m08,"4"" pink, seablue & lemon dahlia w/silver strobe pistil",480,4.27,22/01/2015,,,,,,
hx4t35,"4"" purple dahlia w/white strobe pistil",71,4.35,22/01/2015,,,,,,
hx4t37,"4"" purple peony",179,3.92,22/01/2015,,,,,,
hq4m09,"4"" purple peony",275,3.84,23/01/2015,,,,,,
wh4t01,"4"" purple peony w/6 crackers & salutes",379,9.1,23/01/2015,,,,,,
hx4t25,"4"" purple peony w/chrys pistil",500,4.39,23/01/2015,,,,,,
js4n02,"4"" purple strobe peony w/white strobe pistil",158,3.61,23/01/2015,,,,,,
hq4q03,"4"" red & blue color mix peony",96,3.08,23/01/2015,,,,,,
hq4m03,"4"" red & blue double sound (salute) ring cylinder",17,6.47,23/01/2015,,,,,,
hq4q04,"4"" red & silver special strobe waterfall",221,5.84,23/01/2015,,,,,,
hx4t40,"4"" red chrys w/silver chrys pistil",359,2.84,23/01/2015,,,,,,
hx4t51,"4"" red coconut crossette",158,3.58,23/01/2015,,,,,,
hx4n02,"4"" red coconut crossette w/chrys pistil",204,3.32,23/01/2015,,,,,,
hx4t23,"4"" red crossette",259,4.26,23/01/2015,,,,,,
yf4p12,"4"" red cycas blooms (cherry blossom)",125,7.04,23/01/2015,,,,,,
hx4t45,"4"" red flower",505,4.63,23/01/2015,,,,,,
hx4t08,"4"" red glittering willow",63,4.44,23/01/2015,,,,,,
hq4m15,"4"" red heart pattern",500,4.82,23/01/2015,,,,,,
js4n06,"4"" red lantern",259,4.35,23/01/2015,,,,,,
hx4t01,"4"" red meteor w/blue pistil",158,2.91,23/01/2015,,,,,,
hq4m04,"4"" red peony",200,4.44,23/01/2015,,,,,,
hx4t50,"4"" red peony",488,4.14,23/01/2015,,,,,,
hq4p07,"4"" red special strobing peony",480,5.11,24/01/2015,,,,,,
wh4n02,"4"" red strobe willow (wh4t05)",359,4.7,24/01/2015,,,,,,
hx4n04,"4"" red to chrys flower - loud",492,4.14,24/01/2015,,,,,,
hx4t04,"4"" red wave crossette",379,3.1,24/01/2015,,,,,,
hx4t12,"4"" red wave to silver strobe",33,4.46,24/01/2015,,,,,,
hx4t56,"4"" silver crackling coconut w/crackling coconut trunk tail",379,4.59,24/01/2015,,,,,,
wh4t06,"4"" silver crown",354,6.9,24/01/2015,,,,,,
hx4t44,"4"" silver crown chrys to red",209,4.98,24/01/2015,,,,,,
hq4m11,"4"" silver crown w/magenta (peachblow) pistil",425,4.52,24/01/2015,,,,,,
hq4p10,"4"" silver fish",388,2.59,24/01/2015,,,,,,
ld42221,"4"" silver peony w/crackling pistil w/tail",33,4.55,24/01/2015,,,,,,
hx4n03,"4"" silver strobe waterfall",50,3.36,24/01/2015,,,,,,
hx4t17,"4"" silver strobe willow",480,3.72,24/01/2015,,,,,,
yx4n03,"4"" silver wave w/red core",196,4.34,24/01/2015,,,,,,
hx4t09,"4"" smiling face",163,5.37,24/01/2015,,,,,,
hq4ms17,"4"" smiling face w/strobing (blinking) eyes",192,4.05,24/01/2015,,,,,,
wh4t02,"4"" spinner flower ring & red crossette ring",284,7.73,24/01/2015,,,,,,
wh4t07,"4"" three red swordsmen (gold to red octagonal chrys)",259,6.06,24/01/2015,,,,,,
hx4t06,"4"" time rain willow",17,4.23,24/01/2015,,,,,,
hq4q01,"4"" timerain (crackling) willow waterfalll",296,4.33,24/01/2015,,,,,,
hx4t24,"4"" twice crackling",284,4.53,25/01/2015,,,,,,
hx4t36,"4"" violet peony",92,4.17,25/01/2015,,,,,,
hq406,"4"" whistles cylinder to big report",304,5.61,25/01/2015,,,,,,
hx4t49,"4"" white peony",304,3.52,25/01/2015,,,,,,
hq4q05,"4"" white special strobing peony",179,3.83,25/01/2015,,,,,,
yf5p05,"5"" 1/2 green & 1/2 red peony w/nishiki kamuro circle 458-460",388,19.65,25/01/2015,,,,,,
yf5p06,"5"" 1/2 purple & 1/2 aqua peony w/nishiki kamuro circle-461-463 488-489",471,15.91,25/01/2015,,,,,,
hq5p04,"5"" 1/2 red/green & 1/2 red/blue in silver cross ring w/gold strobe pistil",450,9.69,25/01/2015,,,,,,
yf5m11,"5"" 1/4 red, green, blue, yellow peony w/crossing nishiki kamuro circle",96,20.07,25/01/2015,,,,,,
yf5p02,"5"" 1/4 red,green,purple,yellow peony w/crackling pistil 455",46,21.79,25/01/2015,,,,,,
yf5k35,"5"" aqua peony w/gold strobing pistil",50,11,25/01/2015,,,,,,
yf5p96,"5"" aqua peony w/strobing pisitl 580",192,18.4,25/01/2015,,,,,,
hx5t01,"5"" blue brocade coconut",342,10.05,25/01/2015,,,,,,
yf5k53a,"5"" blue crackling w/double crackling pistil 491",150,15.89,25/01/2015,,,,,,
yf5p60,"5"" blue cube 546",204,15.56,25/01/2015,,,,,,
hq5m01,"5"" blue peony",404,8.87,25/01/2015,,,,,,
js5n03,"5"" blue peony w/brocade chrys to green pistil",225,9.61,26/01/2015,,,,,,
hx5t04,"5"" blue peony w/flower crown pistil",450,5.75,26/01/2015,,,,,,
yf5k16,"5"" blue thousand circle chrys w/tail",217,16.45,26/01/2015,,,,,,
yf5p78,"5"" blue to green to crackling ghost 566",75,16.77,26/01/2015,,,,,,
yf5p89,"5"" blue to green to red peony w/strobing pistil 575",434,13.43,26/01/2015,,,,,,
ld53029,"5"" blue tracer w/silver tail",396,9.45,26/01/2015,,,,,,
hq5n03,"5"" blue wind bells",146,8.97,26/01/2015,,,,,,
ld57042,"5"" bowtie ring w/tail",246,11.06,26/01/2015,,,,,,
hx5t09,"5"" brocade coconut",29,10.54,26/01/2015,,,,,,
hx5n05,"5"" brocade crackling chrys w/crackling tail",171,11.72,26/01/2015,,,,,,
sm508,"5"" brocade crown",450,7.29,26/01/2015,,,,,,
hx5n02,"5"" brocade crown SoS",325,7.65,26/01/2015,,,,,,
ld56007,"5"" brocade crown w/gold tail",234,10.81,26/01/2015,,,,,,
hx5t40,"5"" butterfly flower & red palm w/white strobe pist cylinder",300,11.22,27/01/2015,,,,,,
hx5t43,"5"" changing snail pattern",83,8.13,27/01/2015,,,,,,
hx5t26,"5"" charcoal crossette",217,8.15,27/01/2015,,,,,,
wh5t01,"5"" color falling leaves",63,9.17,27/01/2015,,,,,,
sm504,"5"" colorful dahlia (multicolor dahlia)",200,11.21,27/01/2015,,,,,,
ls5430,"5"" comet brocade (gold glittering)",475,10.79,27/01/2015,,,,,,
ls5501,"5"" comet crackling",217,10.6,27/01/2015,,,,,,
ls5605,"5"" comet silver",413,11.93,27/01/2015,,,,,,
ls5600,"5"" comet white strobe",100,11.16,27/01/2015,,,,,,
sm509,"5"" crackling brocade crown",309,10.16,27/01/2015,,,,,,
hx5t07,"5"" crackling brocade crown",450,10.33,27/01/2015,,,,,,
hx5t25,"5"" crackling crossette",480,9.19,27/01/2015,,,,,,
yf5p26,"5"" crackling crossette 478",446,19.29,27/01/2015,,,,,,
yf5p23,"5"" crackling flowers in green circle 475",317,14.69,27/01/2015,,,,,,
yf5k71,"5"" crackling nishiki kamuro niagra falls 55-59",209,15.76,27/01/2015,,,,,,
ld54008,"5"" crackling scatter w/gold tail",67,7.14,27/01/2015,,,,,,
yf5a20,"5"" crcklng thousand circle chrys w/crcklng pistil 479",467,13.01,28/01/2015,,,,,,
yf5t27,"5"" crcklng thousand circle chrys w/double crcklng pistil",242,14.53,28/01/2015,,,,,,
yf5k72,"5"" cube pattern",158,17.35,28/01/2015,,,,,,
sm501,"5"" cube pattern (red & green)",259,11.68,28/01/2015,,,,,,
hq5p01,"5"" double glittering ring w/big blue pistil",342,7.24,28/01/2015,,,,,,
hq5p12,"5"" double layer whistles w/red strobe pistil",267,11.04,28/01/2015,,,,,,
yf5k42,"5"" double palm tree w/green pistil",421,18.43,28/01/2015,,,,,,
yf5t52,"5"" double palm tree w/green pistil",292,15.09,28/01/2015,,,,,,
yf5t48,"5"" double palm tree w/purple pistil",88,12.49,28/01/2015,,,,,,
yf5t29,"5"" double purple to nishiki kamuro niagra falls ring",329,15.46,28/01/2015,,,,,,
yf5t19,"5"" double red crackling hearts",171,15.13,28/01/2015,,,,,,
hq5p02,"5"" double red crackling rain & silver chrys ring",329,8.03,28/01/2015,,,,,,
hx5t03,"5"" falling leaves shell of shells",296,10.19,28/01/2015,,,,,,
hq5m04,"5"" fireflower cylinder (double tourbillions) w/big red stobe pistil",133,17.46,28/01/2015,,,,,,
hq506,"5"" glittering chrys in thousands flower ball tree",33,12.11,28/01/2015,,,,,,
hx5t28,"5"" glittering crossette",221,12.26,28/01/2015,,,,,,
yf5p77,"5"" glittering silver to aqua to lemon chrys 565",83,17.78,28/01/2015,,,,,,
yf5t49,"5"" glittering silver to blue to red to strobe w/white strb pist",430,17.8,28/01/2015,,,,,,
yf5p64,"5"" glittering silver to golden to orange chrys 553",321,20.32,28/01/2015,,,,,,
yf5p99,"5"" glittering silver to green to blue chrys w/red pistil",434,18.64,28/01/2015,,,,,,
yf5p61,"5"" glittering silver to green to red chrys",404,17.33,28/01/2015,,,,,,
yf5p97,"5"" glittering silver to grn to red chrys w/five flash rpt",379,17.83,29/01/2015,,,,,,
yf5p53,"5"" glittering silver to yellow chrys",284,18.35,29/01/2015,,,,,,
hx5t02,"5"" glittering willow w/silver strobe pistil",434,10.04,29/01/2015,,,,,,
ld57139,"5"" gold bowtie w/blue ring",467,8.39,29/01/2015,,,,,,
yf5p42,"5"" gold coconut 511-512",417,13.44,29/01/2015,,,,,,
yf5k31,"5"" gold coconut to multicolor small flowers 573",400,18.07,29/01/2015,,,,,,
yf5p55,"5"" gold coconut w/green crown flowers 568 538",71,13.62,29/01/2015,,,,,,
yf5p62,"5"" gold coconut w/green falling leaves bouquet 548",171,19.91,29/01/2015,,,,,,
hq5p14,"5"" gold coconut w/green strobe pistil",392,9.31,29/01/2015,,,,,,
yf5p18,"5"" gold coconut w/rising blue small flowers 471 579",92,17.11,29/01/2015,,,,,,
ld58032,"5"" gold flash w/8 pieces chrys w/tail",413,8.73,29/01/2015,,,,,,
rz504,"5"" gold flitter comets & other rozzi shells",200,14.02,29/01/2015,,,,,,
hq5q05,"5"" gold palm tree w/glittering trunk",246,8.97,29/01/2015,,,,,,
hx5t10,"5"" gold spangle chrys to red w/green pistil",96,10.21,29/01/2015,,,,,,
hx5n04,"5"" gold strobe chrys to red w/green pistil",88,12.75,29/01/2015,,,,,,
yf5p68,"5"" gold strobing cycas",396,14.73,29/01/2015,,,,,,
yf5m08,"5"" gold strobing cycas blooms",313,23.26,30/01/2015,,,,,,
yf5p47,"5"" gold strobing lemon cycas w/rising tail 524-525",54,15.41,30/01/2015,,,,,,
yf5p95,"5"" gold strobing silk to red strobing w/red strobing pist 580",150,12.71,30/01/2015,,,,,,
yf5a04,"5"" gold willow 508-510 542-543",88,15.53,30/01/2015,,,,,,
yf5a50,"5"" gold willow w/green falling leaves",67,7.85,30/01/2015,,,,,,
yf5b01,"5"" gold willow w/multicolor falling leaves",38,9.54,30/01/2015,,,,,,
yf5k30,"5"" gold willow w/red falling leaves pistil 552",459,12.29,30/01/2015,,,,,,
yf5t53,"5"" golden coconut to multicolor small flowers",484,15.82,30/01/2015,,,,,,
hx5t33,"5"" golden spangle chrys to blue",246,9.54,30/01/2015,,,,,,
hx5t05,"5"" golden strobe chrys w/green pistil",209,9.61,30/01/2015,,,,,,
hx5t21,"5"" golden willow to blue horsetail",480,8.78,30/01/2015,,,,,,
hx5t13,"5"" golden willow waterfall",96,9.96,30/01/2015,,,,,,
yf5m03,"5"" goldwave to blue crossette w/crackling pistil 493-495",150,18.04,30/01/2015,,,,,,
yf5p57,"5"" goldwave to chartreuse crossette w/crackling pistil 540",58,20.31,30/01/2015,,,,,,
yf5t42,"5"" goldwave to crackling crossette",450,13.47,30/01/2015,,,,,,
yf5t11,"5"" goldwave to green swimming",75,10.54,30/01/2015,,,,,,
yf5p100,"5"" goldwave to multicolor swimming w/crackling pistil",338,14.83,30/01/2015,,,,,,
yf5k02,"5"" goldwave to silver crossette w/tail",492,15.57,30/01/2015,,,,,,
yf5p46,"5"" goldwave to yellow crossette w/crackling pistil 521-523",117,17.33,30/01/2015,,,,,,
yf5p67,"5"" green chrys w/crackling balls",158,19.16,30/01/2015,,,,,,
yf541,"5"" green coconut crossette",96,19.2,30/01/2015,,,,,,
yf5p24,"5"" green crossette w/crackling pistil 477",250,17.84,30/01/2015,,,,,,
yf5pc2,"5"" green cycas blooms 570",254,21.57,30/01/2015,,,,,,
js5n04,"5"" green peony w/big red pistil",163,9.94,30/01/2015,,,,,,
art5e02,"5"" green ring w/red pistil w/silver crackling",63,11.94,30/01/2015,,,,,,
sm505,"5"" green strobe peony (special strobe)",480,8.29,31/01/2015,,,,,,
yf5k78,"5"" green strobing and orange strobing dahlia (mixed)",175,15.43,31/01/2015,,,,,,
yf5m04,"5"" green strobing willow",254,16.65,31/01/2015,,,,,,
yf5k33,"5"" green to purple peony 549",183,9.85,31/01/2015,,,,,,
yf5p25,"5"" green, purple, crackling palm tree 478",367,12.65,31/01/2015,,,,,,
hx5t34,"5"" half red half blue brocade ring",371,10.5,31/01/2015,,,,,,
yf5b04,"5"" japanese dragon's eye",459,15.24,31/01/2015,,,,,,
wh5n01,"5"" jellyfish",354,10.05,31/01/2015,,,,,,
yf5p49,"5"" kamuro chrys niagra falls",288,17.13,31/01/2015,,,,,,
yf5k55,"5"" lemon crackling w/crackling pistil 551",359,18.59,31/01/2015,,,,,,
yf5p65,"5"" magenta crossette",379,17.54,31/01/2015,,,,,,
yf5p63,"5"" magenta to aqua strobing peony w/var small flowers",342,17.04,31/01/2015,,,,,,
ld5002,"5"" mine glittering kamuro",17,8.35,31/01/2015,,,,,,
cb505,"5"" mine golden willow to mc aerial mine",313,13.8,1/02/2015,,,,,,
yf5d05,"5"" mine nishiki kamuro niagra falls",475,16.33,1/02/2015,,,,,,
ld50013,"5"" mine thundering turbillioin",125,8.56,1/02/2015,,,,,,
cb510,"5"" mine white spangle to purple aerial mine",313,17.79,1/02/2015,,,,,,
yf5p52,"5"" mixed color cycas (orange, aqua & blue) 535",183,21.8,1/02/2015,,,,,,
hx5t12,"5"" multi flower w/lemon strobe pistil w/broacde ring",421,9.49,1/02/2015,,,,,,
yf5p03,"5"" multicolor (variegated) dahlia 456",346,17.69,1/02/2015,,,,,,
yf5p04,"5"" multicolor (variegated) flower sheets w/rising tail 457",158,18.13,1/02/2015,,,,,,
hx5t36,"5"" multicolor cycas w/golden trunk tail",392,10.03,1/02/2015,,,,,,
yf5k58,"5"" multicolor falling leaves bouquet",488,9.56,1/02/2015,,,,,,
hq5p08,"5"" multicolor falling leaves w/blue stars",217,10.63,2/02/2015,,,,,,
hx5t42,"5"" multicolor hydrangea",442,10.27,2/02/2015,,,,,,
hx5n01,"5"" multicolor hydrangea w/strobe pistil & ring",113,11.12,2/02/2015,,,,,,
hx5t30,"5"" multicolor meteors",325,9.61,2/02/2015,,,,,,
hq5p13,"5"" multicolor moving stars",371,11.43,2/02/2015,,,,,,
hx5t19,"5"" multicolor peony",104,10.1,2/02/2015,,,,,,
yf5e07,"5"" nishiki kam peony w/green crcklng pist w/green tips",450,15.99,2/02/2015,,,,,,
yf5e06,"5"" nishiki kam peony w/purple pist w/purple tips",250,16.84,2/02/2015,,,,,,
yf5a46,"5"" nishiki kamuro niagra falls (yf5t23)",375,10.77,2/02/2015,,,,,,
yf5t50,"5"" nishiki kamuro to red strobe w/red strobe pistil",350,16.38,2/02/2015,,,,,,
yf5t51,"5"" nishiki kamuro to white strobe w/white strobe pistil",17,15.71,2/02/2015,,,,,,
yf5k57,"5"" orange crackling w/crackling pistil",292,11.14,2/02/2015,,,,,,
yf5p59,"5"" orange palm tree",396,16.29,3/02/2015,,,,,,
yf5p72,"5"" orange strobing circle w/titanium salute",242,18.02,3/02/2015,,,,,,
hq5p09,"5"" pink, seablue, orange and green crossettes",354,10.11,3/02/2015,,,,,,
hx5t06,"5"" purple brocade coconut",221,10.24,3/02/2015,,,,,,
yf5p36,"5"" purple crackling w/crackling pistil",284,14.54,3/02/2015,,,,,,
hq5p06,"5"" purple dahlia w/strobing pistil & coconut pistil",63,8.91,3/02/2015,,,,,,
yf5p50,"5"" purple flowers in purple circle 533",471,21.93,3/02/2015,,,,,,
yf5p70,"5"" purple ghost",417,11.65,3/02/2015,,,,,,
yf5k49,"5"" purple ghost peony w/green pistil",38,7.38,3/02/2015,,,,,,
yf5p35,"5"" purple nishiki kamuro w/lemon pistil",409,14.11,3/02/2015,,,,,,
hx5t27,"5"" purple peony",213,7.83,3/02/2015,,,,,,
hx5t23,"5"" purple peony w/chrys pistil",96,8.69,4/02/2015,,,,,,
yf5p76,"5"" purple plum w/pistil 564",146,18.16,4/02/2015,,,,,,
js5n01,"5"" purple strobe",438,8.36,4/02/2015,,,,,,
yf5m05,"5"" purple strobing willow",183,12.9,4/02/2015,,,,,,
yf5t47,"5"" purple titanium salute flowers",79,14.12,4/02/2015,,,,,,
yf5p37,"5"" purple to silver thousand circle chrys 487",38,16.99,4/02/2015,,,,,,
yf5p41,"5"" purple willow 506",404,20.66,4/02/2015,,,,,,
hx5t14,"5"" red & green dahlia double rings w/white strobe pistil",183,8.53,4/02/2015,,,,,,
yf5p01,"5"" red & green ghost peony 60-62",142,15.44,4/02/2015,,,,,,
ld54072,"5"" red & green scattering w/coco pistil",313,9.57,4/02/2015,,,,,,
ld58161,"5"" red & green whirl flower",188,10.69,4/02/2015,,,,,,
yf5t16,"5"" red cherry blossom",88,16.64,4/02/2015,,,,,,
yf5k77,"5"" red cycas w/gold crackling crossette pistil",267,13.52,4/02/2015,,,,,,
yf5k23,"5"" red gamboge to crcklng chrys w/double crcklng pistil 526-527",154,17.67,4/02/2015,,,,,,
yf5p84,"5"" red gamboge to green to purple chrys w/silver pistil 570",292,20.65,4/02/2015,,,,,,
yf5p22,"5"" red gamboge to green to red chrys w/red pistil",292,16.41,4/02/2015,,,,,,
js5n02,"5"" red gamboge to purple chrys w/blue pistil",83,12.67,4/02/2015,,,,,,
yf5p20,"5"" red gamboge to red chrys w/green pistil",367,15.97,4/02/2015,,,,,,
hx5t24,"5"" red peony",150,11.89,4/02/2015,,,,,,
yf5p69,"5"" red saturn w/glittering silver to blue to green circle 558",142,19.21,4/02/2015,,,,,,
hx5t17,"5"" red strobe shell of shells",329,11.17,4/02/2015,,,,,,
wh5t02,"5"" red strobe willow",21,8.64,4/02/2015,,,,,,
yf5p39,"5"" red strobing nishiki kamuro w/red strobing pistil 496-500",430,17.61,4/02/2015,,,,,,
yf5m06,"5"" red strobing willow",384,20.87,4/02/2015,,,,,,
yf5p10,"5"" red to blue peony",304,14.43,5/02/2015,,,,,,
hx5t16,"5"" red to dark to green",388,9.8,5/02/2015,,,,,,
yf5p82,"5"" red to green to blue peony 569",113,17.43,5/02/2015,,,,,,
yf5p12,"5"" red to silver peony w/green pistil w/rising tail",459,18.12,5/02/2015,,,,,,
hx5t32,"5"" red to white strobe coconut",300,8.72,5/02/2015,,,,,,
yf5p44,"5"" red willow 516-517",46,13.65,5/02/2015,,,,,,
hq5q02,"5"" red wind bells",96,8.84,5/02/2015,,,,,,
hx5t22,"5"" ring w/6 angled chrys",304,8.95,5/02/2015,,,,,,
hx5t35,"5"" royal crown waterfall",304,10.53,5/02/2015,,,,,,
st5001,"5"" santai flourish thunder",488,10.18,5/02/2015,,,,,,
hx5n03,"5"" saturn ring w/magic peony",46,10.12,5/02/2015,,,,,,
ld53036,"5"" silver bees w/silver tail",196,6.74,5/02/2015,,,,,,
yf5p45,"5"" silver coconut 519-520",221,15.56,5/02/2015,,,,,,
yf5k09,"5"" silver coconut crossette",309,15.52,5/02/2015,,,,,,
yf5p80,"5"" silver coconut to crossette",279,19.48,5/02/2015,,,,,,
hx5t20,"5"" silver coconut with thousand reports",192,9.02,6/02/2015,,,,,,
hx5t18,"5"" silver crossette ring w/strobing pistil",459,8.38,6/02/2015,,,,,,
ld52037,"5"" silver diadem",225,8.83,6/02/2015,,,,,,
hq5q01,"5"" silver dragons",388,10.02,6/02/2015,,,,,,
yf5p43,"5"" silver titanium salutes w/red strobing pistil 513-515",92,20.21,6/02/2015,,,,,,
hx5t15,"5"" silver wave to red",158,11.75,6/02/2015,,,,,,
ld58041,"5"" silver whirl w/purple ring w/tail",404,6.57,6/02/2015,,,,,,
ld58013,"5"" silver willow w/comet",146,9.99,6/02/2015,,,,,,
ld57046,"5"" smile face",158,8.24,6/02/2015,,,,,,
hq5m05,"5"" smiling face w/strobing (blinking) eyes",363,10.45,6/02/2015,,,,,,
hq5p10,"5"" special spring",234,9.67,6/02/2015,,,,,,
yf5p48,"5"" square in circle 528",434,17.25,6/02/2015,,,,,,
yf5m07,"5"" strobing silver willow w/red small flowers",146,18.57,6/02/2015,,,,,,
jsm501,"5"" the magic ball (silver crackling strobe)",29,12.01,6/02/2015,,,,,,
hq5p07,"5"" thousands of silver coconut",133,8.87,6/02/2015,,,,,,
ld57030,"5"" three cross rings",279,8.81,6/02/2015,,,,,,
wh5t03,"5"" three red swordsmen (gold to red octagonal chrys)",396,9.28,6/02/2015,,,,,,
hx5t11,"5"" time rain crossette",200,10.1,6/02/2015,,,,,,
hx5t08,"5"" time rain willow",209,8.46,6/02/2015,,,,,,
hq5q04,"5"" timerain (crackling) willow waterfall",158,6.77,6/02/2015,,,,,,
hx5t29,"5"" timerain crossette",321,10.49,6/02/2015,,,,,,
yf5p58,"5"" white falling leaves",321,16.4,7/02/2015,,,,,,
yf5k48,"5"" white ghost peony",83,12.47,7/02/2015,,,,,,
hq5m02,"5"" white peony",142,8.1,7/02/2015,,,,,,
yf5p40,"5"" white strobing nishiki kamuro w/white strobing pistil 501-505",421,18.7,7/02/2015,,,,,,
hq5q03,"5"" white wind bells",242,10.78,7/02/2015,,,,,,
yf5t22,"5"" yellow crackling ghost peony",200,11.5,7/02/2015,,,,,,
yf5k56,"5"" yellow crackling w/double crackling pistil",104,10.37,7/02/2015,,,,,,
